pregunta,row_id,numero,segmento,voto2,respuesta,codigos_asignados,definiciones_codigos,veredicto,observacion,codigos_sugeridos
q5,39,59897154628,Montevideo,FA,No opino,disuasion_y_presencia_activa,"disuasion_y_presencia_activa = Disuasión y Presencia Activa: Demandas de mayor patrullaje (inteligente o a pie), vigilancia 24hs y uso de garitas para evitar que el delito ocurra por ""oportunidad"".",,,
q5,40,59892235405,Interior Coalición,CM,Seguridad....,disuasion_y_presencia_activa,"disuasion_y_presencia_activa = Disuasión y Presencia Activa: Demandas de mayor patrullaje (inteligente o a pie), vigilancia 24hs y uso de garitas para evitar que el delito ocurra por ""oportunidad"".",,,
q5,49,59892046958,Interior Coalición,CM,Tendría hacer acciones por se tan matando gente inocente robo hay inseguridad en todo país droga y gente que venido otro países tomado nuestro Uruguay esto sigue así vamos tener botar antes así como vamos,combate_directo_al_narcotrafico; disuasion_y_presencia_activa; control_territorial_estricto,"combate_directo_al_narcotrafico = Combate Directo al Narcotráfico: Acciones específicas dirigidas a desarticular ""bocas"" de venta de droga, captura de cabecillas y eliminación de búnkeres. | disuasion_y_presencia_activa = Disuasión y Presencia Activa: Demandas de mayor patrullaje (inteligente o a pie), vigilancia 24hs y uso de garitas para evitar que el delito ocurra por ""oportunidad"". | control_territorial_estricto = Control Territorial Estricto: Acciones de control de identidad, registro de personas y ""limpieza"" de zonas conflictivas bajo un modelo de autoridad rígida.",,,
q5,60,59892627420,Montevideo,CM,El orden público.,control_territorial_estricto,"control_territorial_estricto = Control Territorial Estricto: Acciones de control de identidad, registro de personas y ""limpieza"" de zonas conflictivas bajo un modelo de autoridad rígida.",,,
q5,61,59894548696,Interior Frente Amplio,FA,En ayudar a q la gente tenga una vivienda digna y q esté programa salga a delante,intervencion_integral_multifocal,"intervencion_integral_multifocal = Intervención Integral (Multifocal): Visión de que el MI no puede actuar solo y debe participar en la mejora de infraestructura, iluminación y convivencia general.",,,
q5,67,59899312226,Interior Coalición,CM,Tendría que involucrarse en la seguridad de los barrios,disuasion_y_presencia_activa,"disuasion_y_presencia_activa = Disuasión y Presencia Activa: Demandas de mayor patrullaje (inteligente o a pie), vigilancia 24hs y uso de garitas para evitar que el delito ocurra por ""oportunidad"".",,,
q5,69,59899435002,Interior Coalición,CM,Creo de debe saturar las zonas y eliminar los grupos  narcos. Limpieza de raíz  sino va a ser una lavada de cara,disuasion_y_presencia_activa; combate_directo_al_narcotrafico,"disuasion_y_presencia_activa = Disuasión y Presencia Activa: Demandas de mayor patrullaje (inteligente o a pie), vigilancia 24hs y uso de garitas para evitar que el delito ocurra por ""oportunidad"". | combate_directo_al_narcotrafico = Combate Directo al Narcotráfico: Acciones específicas dirigidas a desarticular ""bocas"" de venta de droga, captura de cabecillas y eliminación de búnkeres.",,,
q5,84,59891417951,Interior Frente Amplio,FA,No sabría decir,disuasion_y_presencia_activa,"disuasion_y_presencia_activa = Disuasión y Presencia Activa: Demandas de mayor patrullaje (inteligente o a pie), vigilancia 24hs y uso de garitas para evitar que el delito ocurra por ""oportunidad"".",,,
q5,85,59892814887,Canelones,FA,Sacar delincuentes,combate_directo_al_narcotrafico,"combate_directo_al_narcotrafico = Combate Directo al Narcotráfico: Acciones específicas dirigidas a desarticular ""bocas"" de venta de droga, captura de cabecillas y eliminación de búnkeres.",,,
q5,89,59898857438,Canelones,FA,Debería involucrarse en la vida en gran del barrio estudiando el convivir diario con debilidades con sus aciertos con los clubes barriales deportivos centros educativos con las necesidades que hoy padecen los barrios que también deberían participar los gobiernos departamentales en los cuales se involucren responsabilidades mutuas en las que  participen cada una aportando ideas soluciones y que permitan y escuchen a sus moradores mejoras,intervencion_integral_multifocal,"intervencion_integral_multifocal = Intervención Integral (Multifocal): Visión de que el MI no puede actuar solo y debe participar en la mejora de infraestructura, iluminación y convivencia general.",,,
q5,91,59894433483,Canelones,FA,En el consumo en la inseguridad,prevencion_y_enfoque_social; intervencion_integral_multifocal,"prevencion_y_enfoque_social = Prevención y Enfoque Social: Propuestas que vinculan al MI con la reinserción social, el trabajo con jóvenes en riesgo y la prevención de la violencia desde antes del delito. | intervencion_integral_multifocal = Intervención Integral (Multifocal): Visión de que el MI no puede actuar solo y debe participar en la mejora de infraestructura, iluminación y convivencia general.",,,
q5,92,59898198310,Canelones,CM,"Creo que principalmente el tema de seguridad y volver a sembrar lo que digo, que la parte que los niños respeten a los profesores, eso me parece súper importante.",prevencion_y_enfoque_social,"prevencion_y_enfoque_social = Prevención y Enfoque Social: Propuestas que vinculan al MI con la reinserción social, el trabajo con jóvenes en riesgo y la prevención de la violencia desde antes del delito.",,,
q5,100,59894549399,Canelones,CM,Si creo que si,disuasion_y_presencia_activa,"disuasion_y_presencia_activa = Disuasión y Presencia Activa: Demandas de mayor patrullaje (inteligente o a pie), vigilancia 24hs y uso de garitas para evitar que el delito ocurra por ""oportunidad"".",,,
q5,114,59899435455,Interior Frente Amplio,FA,No hay más preguntas?,disuasion_y_presencia_activa,"disuasion_y_presencia_activa = Disuasión y Presencia Activa: Demandas de mayor patrullaje (inteligente o a pie), vigilancia 24hs y uso de garitas para evitar que el delito ocurra por ""oportunidad"".",,,
q5,117,59899259618,Interior Frente Amplio,FA,Y mas que nada en seguridad,disuasion_y_presencia_activa,"disuasion_y_presencia_activa = Disuasión y Presencia Activa: Demandas de mayor patrullaje (inteligente o a pie), vigilancia 24hs y uso de garitas para evitar que el delito ocurra por ""oportunidad"".",,,
q5,119,59899883252,Interior Frente Amplio,FA,Yo diría en todo lo que consierne a la seguridad con su presencia y acción para hacer sentir a la gente más segura y dar el mensaje correcto a la delincuencia que su camino tendrá un combate sin miramientos,disuasion_y_presencia_activa; control_territorial_estricto,"disuasion_y_presencia_activa = Disuasión y Presencia Activa: Demandas de mayor patrullaje (inteligente o a pie), vigilancia 24hs y uso de garitas para evitar que el delito ocurra por ""oportunidad"". | control_territorial_estricto = Control Territorial Estricto: Acciones de control de identidad, registro de personas y ""limpieza"" de zonas conflictivas bajo un modelo de autoridad rígida.",,,
q5,120,59892649373,Interior Frente Amplio,FA,"Y sobre todo lo que lo que decís en la seguridad en la parte de la educación, la verdad que la gente está con con cierto temor de que pasen cosas y bueno y eso creo que el gobierno me parece bárbaro de esta medida para poder acercarse y ver cuál es la verdadera realidad de la problemática que se está viviendo hoy por hoy en todos lados.",prevencion_y_enfoque_social; intervencion_integral_multifocal,"prevencion_y_enfoque_social = Prevención y Enfoque Social: Propuestas que vinculan al MI con la reinserción social, el trabajo con jóvenes en riesgo y la prevención de la violencia desde antes del delito. | intervencion_integral_multifocal = Intervención Integral (Multifocal): Visión de que el MI no puede actuar solo y debe participar en la mejora de infraestructura, iluminación y convivencia general.",,,
q6,5,59891263042,Interior Frente Amplio,FA,No ninguno,sin_riesgos_identificados,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria.,,,
q6,7,59897737005,Canelones,FA,No ninguno  no estamos en democracia?,sin_riesgos_identificados,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria.,,,
q6,17,59891684861,Interior Coalición,CM,No,sin_riesgos_identificados,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria.,,,
q6,20,59892758558,Montevideo,FA,No. Todo lo contrario. Creo que es importante que participe.,sin_riesgos_identificados,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria.,,,
q6,26,59899123469,Interior Coalición,CM,Creo que no. Debe actuar en forma sistemática. Poner presencia. Tener el apoyo de las altas esferas. Controlar  aunque a algunos no les guste.,sin_riesgos_identificados,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria.,,,
q6,27,59898788115,Interior Coalición,CM,No  por lo menos hace presencia,sin_riesgos_identificados,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria.,,,
q6,36,59898521539,Interior Frente Amplio,FA,No,sin_riesgos_identificados,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria.,,,
q6,37,59899014799,Interior Frente Amplio,FA,Considero que es adecuado ya que se requiere un enfoque integral. No es solo la vivienda o solo la mejora de espacios públicos  se trata de la suma de diversas acciones.,sin_riesgos_identificados,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria.,,,
q6,47,59892658643,Montevideo,FA,No  al contrario,sin_riesgos_identificados,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria.,,,
q6,54,59895621805,Interior Coalición,CM,No,sin_riesgos_identificados,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria.,,,
q6,58,59899216198,Interior Coalición,CM,No,sin_riesgos_identificados,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria.,,,
q6,59,59898449943,Interior Coalición,CM,"No está para la seguridad. No, no considero que no he visto ningún tipo de riesgo sufrido por el Ministerio del Interior, porque pienso que con la formación que reciben están preparados para eso, como cada uno de nosotros, para la función que cumplió en la sociedad. Así que no, no he visto ningún riesgo.",sin_riesgos_identificados,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria.,,,
q6,66,59892613364,Interior Coalición,CM,No es su eol,desvio_de_funciones_rol_inadecuado,desvio_de_funciones_rol_inadecuado = Desvío de Funciones / Rol Inadecuado: Opinión de que el Ministerio debería estar ocupándose de otras tareas de seguridad nacional y no de temas de convivencia o barrio.,,,
q6,68,59895397080,Interior Coalición,CM,Por ahora ninguno,sin_riesgos_identificados,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria.,,,
q6,69,59899435002,Interior Coalición,CM,Riesgo no  creo debe ser quien lleve la batuta y se haga cargo. Esperemos que al haber tanto ministerios involucrados no sean más caciques que indios.,sin_riesgos_identificados; desvio_de_funciones_rol_inadecuado,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria. | desvio_de_funciones_rol_inadecuado = Desvío de Funciones / Rol Inadecuado: Opinión de que el Ministerio debería estar ocupándose de otras tareas de seguridad nacional y no de temas de convivencia o barrio.,,,
q6,75,59899554334,Interior Frente Amplio,FA,No.nSiempre y cuando no abusen de su poder.,abuso_de_poder_y_malos_tratos,"abuso_de_poder_y_malos_tratos = Abuso de Poder y Malos Tratos: Miedo a que los efectivos policiales cometan excesos, violencia física o verbal, o no respeten los derechos de los ciudadanos.",,,
q6,89,59898857438,Canelones,FA,No al contrario la participación del ministerio de interior debe partipar aportar los conocimientos y aprendizajes para obtener mayor aceptación de los ciudadanos,sin_riesgos_identificados,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria.,,,
q6,91,59894433483,Canelones,FA,Que no haya. Violencia del Ministerio del Interior,abuso_de_poder_y_malos_tratos,"abuso_de_poder_y_malos_tratos = Abuso de Poder y Malos Tratos: Miedo a que los efectivos policiales cometan excesos, violencia física o verbal, o no respeten los derechos de los ciudadanos.",,,
q6,97,59899624741,Canelones,FA,No lo sé,sin_riesgos_identificados,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria.,,,
q6,101,59892217775,Canelones,FA,No,sin_riesgos_identificados,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria.,,,
q6,102,59898552336,Canelones,FA,Pienso que debe trabajarse para evitar la corrupción en la policía con investigacion  supervisión y prevención nSe ha mejorado la capacitación de los nuevos que ingresan  ojalá también de quienes ya estaban,falta_de_capacitacion_y_corrupcion,falta_de_capacitacion_y_corrupcion = Falta de Capacitación y Corrupción: Preocupación por si el personal policial está preparado para tareas comunitarias o si puede verse permeado por la corrupción del entorno.,,,
q6,103,59892612459,Interior Frente Amplio,FA,No,sin_riesgos_identificados,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria.,,,
q6,104,59892941126,Interior Coalición,CM,Si  no creo qbsea beneficioso,sin_riesgos_identificados,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria.,,,
q6,112,59892399636,Canelones,FA,Ninguno,sin_riesgos_identificados,sin_riesgos_identificados = Sin Riesgos Identificados: Respuestas que no perciben peligros o que consideran que la presencia policial es inherentemente positiva y necesaria.,,,
q7,22,59899022680,Interior Frente Amplio,FA,Me parece algo positivo para empezar a trabajar junto al ciudadano y las familias,aprobacion_de_la_integralidad,"aprobacion_de_la_integralidad = Aprobación de la Integralidad: Valoración positiva basada en que el plan no es solo policial, sino que combina vivienda, luces y convivencia.",,,
q7,25,59899904484,Montevideo,FA,Muy importante pornEl apoyo a los ciudadanos que viven en el barrio  generar instancias de buenanConvivencia,aprobacion_de_la_integralidad,"aprobacion_de_la_integralidad = Aprobación de la Integralidad: Valoración positiva basada en que el plan no es solo policial, sino que combina vivienda, luces y convivencia.",,,
q7,31,59892767751,Interior Coalición,CM,Que no va a funcionar como no a funcionado nada en los últimos 30 años,utopia_e_ineficacia_historica,utopia_e_ineficacia_historica = Utopía e Ineficacia Histórica: Visión pesimista basada en fracasos de planes anteriores; se considera que el Estado no puede funcionar de forma coordinada.,,,
q7,34,59898540831,Interior Frente Amplio,FA,Bien,desconocimiento_persistente,"desconocimiento_persistente = Desconocimiento Persistente: Personas que, aun tras la explicación, prefieren no opinar por no haber visto resultados en su zona o no conocer detalles.",,,
q7,41,59899367292,Interior Coalición,CM,Me gusta .nDebería ser ya q comienze,aprobacion_de_la_integralidad,"aprobacion_de_la_integralidad = Aprobación de la Integralidad: Valoración positiva basada en que el plan no es solo policial, sino que combina vivienda, luces y convivencia.",,,
q7,43,59897222701,Interior Frente Amplio,FA,una pérdida de tiempo y de dinero,critica_por_propaganda_o_populismo; utopia_e_ineficacia_historica,"critica_por_propaganda_o_populismo = Crítica por ""Propaganda"" o Populismo: Percepción del programa como una estrategia electoral, superficial o una ""pantalla"" que no ataca las causas de fondo. | utopia_e_ineficacia_historica = Utopía e Ineficacia Histórica: Visión pesimista basada en fracasos de planes anteriores; se considera que el Estado no puede funcionar de forma coordinada.",,,
q7,52,59891039032,Interior Frente Amplio,FA,"Repito, no opino porque no ha llegado a mi ciudad ese programa.",desconocimiento_persistente,"desconocimiento_persistente = Desconocimiento Persistente: Personas que, aun tras la explicación, prefieren no opinar por no haber visto resultados en su zona o no conocer detalles.",,,
q7,53,59899501503,Interior Coalición,CM,Está bueno Xra colaborar con personas q de verdad quieren mejorar su lugar y no pueden,aprobacion_de_la_integralidad,"aprobacion_de_la_integralidad = Aprobación de la Integralidad: Valoración positiva basada en que el plan no es solo policial, sino que combina vivienda, luces y convivencia.",,,
q7,59,59898449943,Interior Coalición,CM,"Me parece una buena iniciativa porque todo lo que sea y vaya a favor de la paz, de una convivencia armónica, democrática y de luchar contra las personas que están difundiendo la droga, los malos hábitos, el luchar unas bandas contra las otras que son los peores, malos ejemplos, para mí es válido, así que me parece una buena iniciativa.",aprobacion_de_la_integralidad,"aprobacion_de_la_integralidad = Aprobación de la Integralidad: Valoración positiva basada en que el plan no es solo policial, sino que combina vivienda, luces y convivencia.",,,
q7,68,59895397080,Interior Coalición,CM,No sabría q responderte,desconocimiento_persistente,"desconocimiento_persistente = Desconocimiento Persistente: Personas que, aun tras la explicación, prefieren no opinar por no haber visto resultados en su zona o no conocer detalles.",,,
q7,72,59895982676,Interior Coalición,CM,Bien pero no es fácil,escepticismo_sobre_la_ejecucion,escepticismo_sobre_la_ejecucion = Escepticismo sobre la Ejecución: Opiniones que aprueban la idea pero dudan de que el Estado sea capaz de mantenerla en el tiempo o aplicarla seriamente.,,,
q7,77,59898430477,Interior Frente Amplio,FA,propuesta positiva  porque aborda problemas complejos de forma integral  combinando seguridad  mejoras en infraestructura y apoyo social. Creo que puede generar cambios reales si se implementa de manera sostenida y bien coordinada.,aprobacion_de_la_integralidad; escepticismo_sobre_la_ejecucion,"aprobacion_de_la_integralidad = Aprobación de la Integralidad: Valoración positiva basada en que el plan no es solo policial, sino que combina vivienda, luces y convivencia. | escepticismo_sobre_la_ejecucion = Escepticismo sobre la Ejecución: Opiniones que aprueban la idea pero dudan de que el Estado sea capaz de mantenerla en el tiempo o aplicarla seriamente.",,,
q7,80,59898596107,Montevideo,FA,"No, no estoy enterada de nada de eso. No he escuchado nada, no he visto nada.",desconocimiento_persistente,"desconocimiento_persistente = Desconocimiento Persistente: Personas que, aun tras la explicación, prefieren no opinar por no haber visto resultados en su zona o no conocer detalles.",,,
q7,81,59899767001,Interior Coalición,CM,No tengo ninguna esperanza con este tipo de planes que solo suenan bien  no trabajan en profundidad y se diluyen las responsabilidades entre tantos actores,critica_por_propaganda_o_populismo; escepticismo_sobre_la_ejecucion,"critica_por_propaganda_o_populismo = Crítica por ""Propaganda"" o Populismo: Percepción del programa como una estrategia electoral, superficial o una ""pantalla"" que no ataca las causas de fondo. | escepticismo_sobre_la_ejecucion = Escepticismo sobre la Ejecución: Opiniones que aprueban la idea pero dudan de que el Estado sea capaz de mantenerla en el tiempo o aplicarla seriamente.",,,
q7,86,59898342094,Canelones,FA,"Me parece muy importante tener un panorama claro de barrio por barrio, las zonas más compictivas, las zonas rojas. Hay gente que trabaja, hay gente que necesita una reubicación de vivienda, pero también hay veces los espacios verdes, la iluminación, la caminería también, se hace para mejorar la forma de vida de los habitantes.",aprobacion_de_la_integralidad,"aprobacion_de_la_integralidad = Aprobación de la Integralidad: Valoración positiva basada en que el plan no es solo policial, sino que combina vivienda, luces y convivencia.",,,
q7,89,59898857438,Canelones,FA,Es plan es interesante que puede llegar a dar buenos resultados,aprobacion_de_la_integralidad,"aprobacion_de_la_integralidad = Aprobación de la Integralidad: Valoración positiva basada en que el plan no es solo policial, sino que combina vivienda, luces y convivencia.",,,
q7,90,59899059140,Canelones,CM,Puro humo  cero practico!!,critica_por_propaganda_o_populismo,"critica_por_propaganda_o_populismo = Crítica por ""Propaganda"" o Populismo: Percepción del programa como una estrategia electoral, superficial o una ""pantalla"" que no ataca las causas de fondo.",,,
q7,98,59891312762,Canelones,FA,No,desconocimiento_persistente,"desconocimiento_persistente = Desconocimiento Persistente: Personas que, aun tras la explicación, prefieren no opinar por no haber visto resultados en su zona o no conocer detalles.",,,
q7,104,59892941126,Interior Coalición,CM,Me parece bien en cuanto se haga uso de la manera correcta,escepticismo_sobre_la_ejecucion,escepticismo_sobre_la_ejecucion = Escepticismo sobre la Ejecución: Opiniones que aprueban la idea pero dudan de que el Estado sea capaz de mantenerla en el tiempo o aplicarla seriamente.,,,
q7,109,59898462024,Canelones,CM,Siguen poniendo la mira en los más vulnerables que me parece bien pero se olvidan del resto de la sociedad. Habemos familia que vivimos con 30.000 al mes y. Sin prestaciones ni nada,demanda_de_federalizacion_alcance,"demanda_de_federalizacion_alcance = Demanda de Federalización / Alcance: Opinión de que el programa es positivo pero ""limitado"" geográficamente, reclamando que llegue a todo el país o a otros barrios.",,,
q7,115,59894853094,Canelones,FA,Me parece genial que se trate a fondo de mejorar y tratar temas profundos en la sociedad,aprobacion_de_la_integralidad,"aprobacion_de_la_integralidad = Aprobación de la Integralidad: Valoración positiva basada en que el plan no es solo policial, sino que combina vivienda, luces y convivencia.",,,
q7,116,59898717206,Interior Frente Amplio,FA,Deberis conocerlo más para formar una opinión,desconocimiento_persistente,"desconocimiento_persistente = Desconocimiento Persistente: Personas que, aun tras la explicación, prefieren no opinar por no haber visto resultados en su zona o no conocer detalles.",,,
q7,118,59899983322,Interior Frente Amplio,FA,Debería ser la mejora de la calidad de vida del pueblo,aprobacion_de_la_integralidad,"aprobacion_de_la_integralidad = Aprobación de la Integralidad: Valoración positiva basada en que el plan no es solo policial, sino que combina vivienda, luces y convivencia.",,,
q7,120,59892649373,Interior Frente Amplio,FA,"No, yo creo que es algo muy bien. Lo que pasa es que se tiene que buscar alguna alternativa para mejorar esta situación y acercarse a los barrios y acercarse a lo que debía haber hecho todo el gobierno, me parece.",aprobacion_de_la_integralidad,"aprobacion_de_la_integralidad = Aprobación de la Integralidad: Valoración positiva basada en que el plan no es solo policial, sino que combina vivienda, luces y convivencia.",,,
q10,4,59898683335,Canelones,FA,Porque se supone q la policía es quien nos cuida y si hay corrupción se pierde la confianza en dicho organismo,erosion_de_la_confianza_y_credibilidad,"erosion_de_la_confianza_y_credibilidad = Erosión de la Confianza y Credibilidad: La corrupción genera un quiebre en la legitimidad de la institución, provocando que el ciudadano deje de denunciar o de ver al policía como un protector.",,,
q10,5,59891263042,Interior Frente Amplio,FA,Quita credibilidad,erosion_de_la_confianza_y_credibilidad,"erosion_de_la_confianza_y_credibilidad = Erosión de la Confianza y Credibilidad: La corrupción genera un quiebre en la legitimidad de la institución, provocando que el ciudadano deje de denunciar o de ver al policía como un protector.",,,
q10,24,59898475534,Interior Frente Amplio,FA,Un policía corrupto es tremendo. Si los que se encargan de la seguridad son corruptos como pasa bastante seguido lamentablemente es todo un problema,erosion_de_la_confianza_y_credibilidad; debilitamiento_operativo_y_del_estado_de_derecho,"erosion_de_la_confianza_y_credibilidad = Erosión de la Confianza y Credibilidad: La corrupción genera un quiebre en la legitimidad de la institución, provocando que el ciudadano deje de denunciar o de ver al policía como un protector. | debilitamiento_operativo_y_del_estado_de_derecho = Debilitamiento Operativo y del Estado de Derecho: La idea de que si la ley no se aplica ""caiga quien caiga"", el sistema de seguridad deja de ser efectivo y se vuelve discrecional.",,,
q10,26,59899123469,Interior Coalición,CM,No se puede tener confianza en la policía  entonces. No los dejan actuar como debe ser  aplicando la ley  caiga quien caiga y que cuenten con la aprobación del poder judicial. Que actúe rápido  en tiempo.,erosion_de_la_confianza_y_credibilidad; debilitamiento_operativo_y_del_estado_de_derecho,"erosion_de_la_confianza_y_credibilidad = Erosión de la Confianza y Credibilidad: La corrupción genera un quiebre en la legitimidad de la institución, provocando que el ciudadano deje de denunciar o de ver al policía como un protector. | debilitamiento_operativo_y_del_estado_de_derecho = Debilitamiento Operativo y del Estado de Derecho: La idea de que si la ley no se aplica ""caiga quien caiga"", el sistema de seguridad deja de ser efectivo y se vuelve discrecional.",,,
q10,32,59898818861,Interior Coalición,CM,"Porque en la corrupción, en la policía, entra la droga a las cárceles, es la policía corrupta. Eso a mí nada ya me lo saca de la cabeza. Y porque en las cárceles hay más droga que afuera. Después los teléfonos, no son intervenidos los teléfonos ¿por qué? Porque hay coimas en la policía. Y como eso mucho más. La policía corrupta hay arreglo con narcotraficantes, con ladrones, con gente que quiere delinquir.",corrupcion_en_el_sistema_carcelario; connivencia_con_el_narcotrafico_bocas; filtracion_de_informacion_y_alerta,"corrupcion_en_el_sistema_carcelario = Corrupción en el Sistema Carcelario: Menciones específicas al ingreso de celulares, drogas y el cobro de ""peajes"" dentro de los centros penitenciarios por parte del personal. | connivencia_con_el_narcotrafico_bocas = Connivencia con el Narcotráfico (Bocas): Percepción de que la policía ""mira para otro lado"", avisa sobre operativos o cobra ""cuotas"" a las bocas de droga para permitirles funcionar. | filtracion_de_informacion_y_alerta = Filtración de Información y Alerta: El acto de alertar a los delincuentes sobre futuros allanamientos u operativos, permitiendo que eludan la justicia.",,,
q10,34,59898540831,Interior Frente Amplio,FA,No cierran las bocas de venta,connivencia_con_el_narcotrafico_bocas,"connivencia_con_el_narcotrafico_bocas = Connivencia con el Narcotráfico (Bocas): Percepción de que la policía ""mira para otro lado"", avisa sobre operativos o cobra ""cuotas"" a las bocas de droga para permitirles funcionar.",,,
q10,35,59892909395,Montevideo,CM,Si quienes deben hacer valer la ley y vigilar la ciudad se abocan a la corrupción nada queda de seguridad para y hacia la ciudadanía,debilitamiento_operativo_y_del_estado_de_derecho,"debilitamiento_operativo_y_del_estado_de_derecho = Debilitamiento Operativo y del Estado de Derecho: La idea de que si la ley no se aplica ""caiga quien caiga"", el sistema de seguridad deja de ser efectivo y se vuelve discrecional.",,,
q10,41,59899367292,Interior Coalición,CM,No debería haber corrupción.nSon la seguridad pública,erosion_de_la_confianza_y_credibilidad; debilitamiento_operativo_y_del_estado_de_derecho,"erosion_de_la_confianza_y_credibilidad = Erosión de la Confianza y Credibilidad: La corrupción genera un quiebre en la legitimidad de la institución, provocando que el ciudadano deje de denunciar o de ver al policía como un protector. | debilitamiento_operativo_y_del_estado_de_derecho = Debilitamiento Operativo y del Estado de Derecho: La idea de que si la ley no se aplica ""caiga quien caiga"", el sistema de seguridad deja de ser efectivo y se vuelve discrecional.",,,
q10,52,59891039032,Interior Frente Amplio,FA,"Y si la policía es corrupta, ¿qué se le puede pedir a la ciudadanía?",erosion_de_la_confianza_y_credibilidad,"erosion_de_la_confianza_y_credibilidad = Erosión de la Confianza y Credibilidad: La corrupción genera un quiebre en la legitimidad de la institución, provocando que el ciudadano deje de denunciar o de ver al policía como un protector.",,,
q10,55,59891041948,Interior Frente Amplio,FA,Se contaminan. Se pierden los valores. Códigos. Confianza. Honestidad.,erosion_de_la_confianza_y_credibilidad,"erosion_de_la_confianza_y_credibilidad = Erosión de la Confianza y Credibilidad: La corrupción genera un quiebre en la legitimidad de la institución, provocando que el ciudadano deje de denunciar o de ver al policía como un protector.",,,
q10,58,59899216198,Interior Coalición,CM,En todo manera,erosion_de_la_confianza_y_credibilidad,"erosion_de_la_confianza_y_credibilidad = Erosión de la Confianza y Credibilidad: La corrupción genera un quiebre en la legitimidad de la institución, provocando que el ciudadano deje de denunciar o de ver al policía como un protector.",,,
q10,60,59892627420,Montevideo,CM,Xq se pierde confianza en quienes están para hacer cumplir con las leyes,erosion_de_la_confianza_y_credibilidad,"erosion_de_la_confianza_y_credibilidad = Erosión de la Confianza y Credibilidad: La corrupción genera un quiebre en la legitimidad de la institución, provocando que el ciudadano deje de denunciar o de ver al policía como un protector.",,,
q10,62,59899307827,Montevideo,CM,Creo que si los altor cargos de la policía estan corrompidos todo su funcionamiento se perjudica. Es decir que muchas de las cosas que se tienen que hacer no se hacen,debilitamiento_operativo_y_del_estado_de_derecho,"debilitamiento_operativo_y_del_estado_de_derecho = Debilitamiento Operativo y del Estado de Derecho: La idea de que si la ley no se aplica ""caiga quien caiga"", el sistema de seguridad deja de ser efectivo y se vuelve discrecional.",,,
q10,70,59899569136,Interior Frente Amplio,FA,Como un factor q afecta negativamente,debilitamiento_operativo_y_del_estado_de_derecho,"debilitamiento_operativo_y_del_estado_de_derecho = Debilitamiento Operativo y del Estado de Derecho: La idea de que si la ley no se aplica ""caiga quien caiga"", el sistema de seguridad deja de ser efectivo y se vuelve discrecional.",,,
